direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Veterinary,"Biochemistry, Genetics and Molecular Biology",Health Sciences,Life Sciences,Veterinary,"Biochemistry, Genetics and Molecular Biology",31,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2086897678,"Preparation of [22,23‐<sup>3</sup>H<sub>2</sub>]‐dihydroavermectin B<sub>1</sub>a of high specific activity"
citation_paper_cites_prize_paper,Nursing,Arts and Humanities,Health Sciences,Social Sciences,Nursing,Arts and Humanities,9,W4244596985,Hexuronic Acid as the Antiscorbutic Factor,W2141213662,From ignose to hexuronic acid to vitamin C
citation_paper_cites_prize_paper,Materials Science,Nursing,Physical Sciences,Health Sciences,Materials Science,Nursing,60,W2037138473,CIS-TRANS ISOMERS OF VITAMIN A AND RETINENE IN THE RHODOPSIN SYSTEM,W2788006236,Insights on Localized and Systemic Delivery of Redox‐Based Therapeutics
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemical Engineering,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Chemical Engineering,8,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2031363935,Simple and Fast Method for Fabrication of Endoscopic Implantable Sensor Arrays
citation_paper_cites_prize_paper,Chemical Engineering,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Chemical Engineering,Agricultural and Biological Sciences,7,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W3004390572,Capillary breakup and extensional rheology response of food thickener cellulose gum (NaCMC) in salt-free and excess salt solutions
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Arts and Humanities,Life Sciences,Social Sciences,"Pharmacology, Toxicology and Pharmaceutics",Arts and Humanities,35,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W3046714384,The cellular basis of reticulo‐endothelial stimulation
citation_paper_cites_prize_paper,Energy,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Energy,Earth and Planetary Sciences,14,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W3095276553,Surprisingly long survival of premature conclusions about naked mole‐rat biology
citation_paper_cites_prize_paper,Unknown Nobel Field,Unknown Citation Field,Unknown Domain,Unknown Domain,,,12,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W21086221,THE PASSAGE OF PROTEIN MOLECULES THROUGH THE GLOMERULAR MEMBRANES
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Materials Science,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Materials Science,41,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W2170457635,PURIFICATION OF GLUTARALDEHYDE ITS SIGNIFICANCE FOR PRESERVATION OF ACID PHOSPHATASE ACTIVITY
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Nursing,Life Sciences,Health Sciences,"Pharmacology, Toxicology and Pharmaceutics",Nursing,77,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W2039397629,Mammalian neuraminidase: Intracellular distribution and changes of enzyme activity during lactation
citation_paper_cites_prize_paper,Nursing,Environmental Science,Health Sciences,Physical Sciences,Nursing,Environmental Science,29,W2414829511,The disulphide bonds of insulin,W1968553877,Amino acid sequence of T2 phage lysozyme
citation_paper_cites_prize_paper,Computer Science,Unknown Citation Field,Physical Sciences,Unknown Domain,Computer Science,,22,W2059693774,A New Audiometer,W2325028310,LII Different Types and Degrees of Acoustic Trauma by Experimental Exposure of the Human and Animal Ear to Pure Tones and Noise
citation_paper_cites_prize_paper,Mathematics,Energy,Physical Sciences,Physical Sciences,Mathematics,Energy,10,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W1997896325,On the Energy Levels of Chrome Alum
citation_paper_cites_prize_paper,Immunology and Microbiology,Unknown Citation Field,Life Sciences,Unknown Domain,Immunology and Microbiology,,70,W2074949244,Definition and Antagonism of Histamine H2-receptors,W2062851921,IMMUNISATION AND COT DEATHS
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Dentistry,Life Sciences,Health Sciences,"Pharmacology, Toxicology and Pharmaceutics",Dentistry,7,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W1972666262,Wechselwirkungen silikogener st�ube mit lysosomen
citation_paper_cites_prize_paper,Engineering,Health Professions,Physical Sciences,Health Sciences,Engineering,Health Professions,23,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W1684358304,
citation_paper_cites_prize_paper,Chemistry,Health Professions,Physical Sciences,Health Sciences,Chemistry,Health Professions,37,W1805515744,XXXVII. <i>On the constitution of atoms and molecules</i>,W2010666842,Social Philosophy and Oncology
citation_paper_cites_prize_paper,Chemical Engineering,Unknown Citation Field,Physical Sciences,Unknown Domain,Chemical Engineering,,11,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W2469041154,Foreword
citation_paper_cites_prize_paper,Physics and Astronomy,Health Professions,Physical Sciences,Health Sciences,Physics and Astronomy,Health Professions,62,W2073832139,Observational Evidence from Supernovae for an Accelerating Universe and a Cosmological Constant,W2964293951,CINTIA 2: uma hierarquia de redes neurais artificiais binárias para classificação inteligente de supernovas
citation_paper_cites_prize_paper,Energy,Social Sciences,Physical Sciences,Social Sciences,Energy,Social Sciences,29,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W4243379810,Question 9 Are there ways to customize displays and designate preferences? Can tracks or features be added to displays by users on the basis of their own research?
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,9,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W4245607440,THE METABOLISM OF THE POLYPHOSPHOINOSITIDES IN KIDNEY: STUDIES ON THE PHOSPHATIDYLINOSITOL KINASE
citation_paper_cites_prize_paper,Arts and Humanities,Earth and Planetary Sciences,Social Sciences,Physical Sciences,Arts and Humanities,Earth and Planetary Sciences,26,W2051374510,CXVII. <i>The total reflexion of X-rays</i>,W4406592078,Neutron and X-ray Reflectometry and Grazing Incidence Scattering
citation_paper_cites_prize_paper,Materials Science,Dentistry,Physical Sciences,Health Sciences,Materials Science,Dentistry,14,W2050833490,XL. <i>Cathode Rays</i>,W4408371521,Prerequisites for the Irradiation of Materials
prize_paper_references_citation_paper,Medicine,Veterinary,Health Sciences,Health Sciences,Medicine,Veterinary,11,W2021403302,An enzyme isolated from arteries transforms prostaglandin endoperoxides to an unstable substance that inhibits platelet aggregation,W1983808715,Prostaglandins released by the Spleen
prize_paper_references_citation_paper,Medicine,Physics and Astronomy,Health Sciences,Physical Sciences,Medicine,Physics and Astronomy,16,W2021403302,An enzyme isolated from arteries transforms prostaglandin endoperoxides to an unstable substance that inhibits platelet aggregation,W2087630352,Quarks in the early Universe
citation_paper_cites_prize_paper,Neuroscience,Dentistry,Life Sciences,Health Sciences,Neuroscience,Dentistry,31,W2009667219,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,W2341389962,High pH–Sensitive TRPA1 Activation in Odontoblasts Regulates Mineralization
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Nursing,Physical Sciences,Health Sciences,Earth and Planetary Sciences,Nursing,5,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W4393991653,Reply on RC2
citation_paper_cites_prize_paper,Energy,Computer Science,Physical Sciences,Physical Sciences,Energy,Computer Science,11,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W4402164653,Utilizing Quantum Processor for the Analysis of Strongly Correlated Materials
citation_paper_cites_prize_paper,Chemistry,Decision Sciences,Physical Sciences,Social Sciences,Chemistry,Decision Sciences,62,W4213345972,Infrared and Optical Masers,W4402268736,Quantifying Uncertainty for a Bayesian Laser Phase Noise Measurement Method
citation_paper_cites_prize_paper,Engineering,Dentistry,Physical Sciences,Health Sciences,Engineering,Dentistry,11,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W4403538049,An Overview of 3D Craniofacial Imaging
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Dentistry,Physical Sciences,Health Sciences,Earth and Planetary Sciences,Dentistry,2,W2037363234,A New Method of Measuring Nuclear Magnetic Moment,W4403538049,An Overview of 3D Craniofacial Imaging
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Energy,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Energy,14,W1988811508,The path of carbon in photosynthesis. V. Paper chromatography and radioautography of the products,W2188851718,Glycolate Metabolism and Excretion by
citation_paper_cites_prize_paper,Unknown Nobel Field,Dentistry,Unknown Domain,Health Sciences,,Dentistry,1,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W4234229193,Miotics
citation_paper_cites_prize_paper,Nursing,Unknown Citation Field,Health Sciences,Unknown Domain,Nursing,,20,W2414829511,The disulphide bonds of insulin,W4323794444,Dedication
prize_paper_references_citation_paper,Chemistry,Medicine,Physical Sciences,Health Sciences,Chemistry,Medicine,33,W2009828525,Description of steric relationships across single bonds,W2131650259,"Die Strukturen der mittleren Ringverbindungen. X. 1, 6‐<i>trans</i>‐Diaminocyclodecan‐dihydrochlorid, monokline Modifikation"
citation_paper_cites_prize_paper,Arts and Humanities,Immunology and Microbiology,Social Sciences,Life Sciences,Arts and Humanities,Immunology and Microbiology,3,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W4286768821,Alexander von Humboldt—Dilettante of Natural History or Oracle of Modern Science?
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Psychology,Physical Sciences,Social Sciences,Earth and Planetary Sciences,Psychology,28,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W4313342274,Scale as Size in Space
citation_paper_cites_prize_paper,Unknown Nobel Field,Nursing,Unknown Domain,Health Sciences,,Nursing,6,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W2115562,The Effects of High Pressure on Biomaterials
citation_paper_cites_prize_paper,Mathematics,Chemical Engineering,Physical Sciences,Physical Sciences,Mathematics,Chemical Engineering,7,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W2067223055,The effect of axial ligand fields on ground state properties of complexes with orbitally degenerate ground terms
citation_paper_cites_prize_paper,Nursing,Health Professions,Health Sciences,Health Sciences,Nursing,Health Professions,7,W2414829511,The disulphide bonds of insulin,W4220682506,‘Don’t You Want Cheap Insulin?’
citation_paper_cites_prize_paper,Nursing,Neuroscience,Health Sciences,Life Sciences,Nursing,Neuroscience,23,W2414829511,The disulphide bonds of insulin,W4220870352,Thick Brown Muck
citation_paper_cites_prize_paper,Materials Science,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Materials Science,"Economics, Econometrics and Finance",21,W1988619801,Metallic Phase with Long-Range Orientational Order and No Translational Symmetry,W2220542694,Technologiefrühaufklärung im Verteidigungsbereich
citation_paper_cites_prize_paper,Unknown Nobel Field,Engineering,Unknown Domain,Physical Sciences,,Engineering,26,W2263240235,WEAK AND ELECTROMAGNETIC INTERACTIONS.,W2223393906,HARP targets pion production cross section and yield measurements. Implications for MiniBooNE neutrino flux
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Social Sciences,Life Sciences,Social Sciences,"Pharmacology, Toxicology and Pharmaceutics",Social Sciences,3,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W2492747347,A short historical survey
citation_paper_cites_prize_paper,Chemistry,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Chemistry,"Economics, Econometrics and Finance",30,W1987712838,PHARMACOLOGY OF A NEW ADRENERGIC BETA-RECEPTOR-BLOCKING COMPOUND (NETHALIDE),W4301620519,The Scientific Basis for the Use of Drugs in Cardiovascular Disease
citation_paper_cites_prize_paper,Energy,Nursing,Physical Sciences,Health Sciences,Energy,Nursing,9,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W2063170309,Losing and finding a way at C: New promise for pharmacologic ascorbate in cancer treatment
citation_paper_cites_prize_paper,Nursing,Energy,Health Sciences,Physical Sciences,Nursing,Energy,11,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W1970571467,"Extracellular production of L -ascorbic acid by Chlorella protothecoides , Prototheca species, and mutants of P. moriformis during aerobic culturing at low pH"
citation_paper_cites_prize_paper,Medicine,"Business, Management and Accounting",Health Sciences,Social Sciences,Medicine,"Business, Management and Accounting",43,W2082909688,"Avermectins, New Family of Potent Anthelmintic Agents: Producing Organism and Fermentation",W2489388371,Doing well while fighting river blindness: the alignment of a corporate drug donation programme with responsibilities to shareholders
citation_paper_cites_prize_paper,Engineering,Veterinary,Physical Sciences,Health Sciences,Engineering,Veterinary,7,W1566766802,Towards a network theory of the immune system.,W2005258172,Immunological response in mice after long-term stimulation with cell wall antigens from Brucella melitensis
citation_paper_cites_prize_paper,Unknown Nobel Field,Arts and Humanities,Unknown Domain,Social Sciences,,Arts and Humanities,8,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W2042564200,The history of neuromuscular blocking agents
citation_paper_cites_prize_paper,Immunology and Microbiology,"Business, Management and Accounting",Life Sciences,Social Sciences,Immunology and Microbiology,"Business, Management and Accounting",27,W1977282539,Isolation of a T-Lymphotropic Retrovirus from a Patient at Risk for Acquired Immune Deficiency Syndrome (AIDS),W80430603,Risk of AIDS for recipients of blood components from donors who subsequently developed AIDS
